link,listed,address,price,bedrooms,bathrooms,area (m2),latitude,longitude
https://www.realestate.co.nz/42718149/residential/sale/9-20-egmont-street-te-aro,a week ago,"9/20 Egmont Street, Te Aro","Offers Over $330,000",2.0,1.0,,,
https://www.realestate.co.nz/42718148/residential/sale/7-beecham-grove-epuni,a week ago,"7 Beecham Grove, Epuni",Auction,2.0,1.0,640.0,,
https://www.realestate.co.nz/42718057/residential/sale/14-palliser-road-roseneath,a week ago,"14 Palliser Road, Roseneath","Negotiable From $850,000",3.0,2.0,193.0,,
https://www.realestate.co.nz/42718049/residential/sale/14-cheviot-road-lowry-bay-eastbourne,a week ago,"14 Cheviot Road, Lowry Bay, Eastbourne",Deadline Sale,3.0,4.0,674.0,,
https://www.realestate.co.nz/42718021/residential/sale/15-grovedale-square-wainuiomata,a week ago,"15 Grovedale Square, Wainuiomata",Negotiation,3.0,2.0,344.0,,
https://www.realestate.co.nz/42718003/residential/sale/12-58a-molesworth-street-taita,a week ago,"12/58a Molesworth Street, Taita","Enquiries Over $550,000",2.0,1.0,,,
https://www.realestate.co.nz/42717955/residential/sale/189-tasman-street-mount-cook,a week ago,"189 Tasman Street, Mount Cook",Auction,3.0,1.0,64.0,,
https://www.realestate.co.nz/42717951/residential/sale/61-petrie-street-wainuiomata,a week ago,"61 Petrie Street, Wainuiomata","Buyer Enquiry Over $669,999",4.0,1.0,506.0,,
https://www.realestate.co.nz/42717844/residential/sale/58a-colson-street-avalon,a week ago,"58A Colson Street, Avalon","$915,000",3.0,2.0,302.0,,
https://www.realestate.co.nz/42717822/residential/sale,a week ago,Wellington - Address withheld,Tender,3.0,2.0,2292.0,,
https://www.realestate.co.nz/42717696/residential/sale/87-seddon-street-naenae,a week ago,"87 Seddon Street, Naenae","$549,000",3.0,1.0,670.0,,
https://www.realestate.co.nz/42717683/residential/sale/2-leybourne-avenue-waikanae,a week ago,"2 Leybourne Avenue, Waikanae",Auction,2.0,1.0,,,
https://www.realestate.co.nz/42717589/residential/sale/44-mo-street-camborne,a week ago,"44 Mo Street, Camborne",Deadline Sale,4.0,2.0,732.0,,
https://www.realestate.co.nz/42717568/residential/sale/2-richard-sadleir-way-belmont,a week ago,"2 Richard Sadleir Way, Belmont",Deadline Sale,4.0,3.0,409.0,,
https://www.realestate.co.nz/42717534/residential/sale/4-185-high-street-central-hutt,a week ago,"4/185 High Street, Central Hutt",Negotiation,2.0,1.0,47.0,,
https://www.realestate.co.nz/42717509/residential/sale/66-17-redwood-close-paraparaumu,a week ago,"66/17 Redwood Close, Paraparaumu","Enquiries Over $635,000",2.0,1.0,,,
https://www.realestate.co.nz/42717486/residential/sale/s303-28-torrens-terrace-mount-cook,a week ago,"S303/28 Torrens Terrace, Mount Cook",Deadline Sale,3.0,2.0,,,
https://www.realestate.co.nz/42717477/residential/sale/5-tide-lane-whitby,a week ago,"5 Tide Lane, Whitby",Deadline Sale,3.0,2.0,569.0,,
https://www.realestate.co.nz/42717442/residential/sale/36-awanui-drive-waikanae,a week ago,"36 Awanui Drive, Waikanae",Auction,3.0,3.0,633.0,,
https://www.realestate.co.nz/42717305/residential/sale/32a-cottle-street-avalon,a week ago,"32A Cottle Street, Avalon",Deadline Sale,3.0,1.0,615.0,,
https://www.realestate.co.nz/42717288/residential/sale/2-tutchen-avenue-mount-victoria,a week ago,"2 Tutchen Avenue, Mount Victoria","Buyer Enquiry Over $1,345,000",4.0,1.0,167.0,,
https://www.realestate.co.nz/42717280/residential/sale/42b-haumia-street-johnsonville,a week ago,"42B Haumia Street, Johnsonville","Buyer Enquiry Over $795,000",3.0,1.0,,,
https://www.realestate.co.nz/42717276/residential/sale/7a-19-cottleville-terrace-thorndon,a week ago,"7A/19 Cottleville Terrace, Thorndon","Buyer Enquiry Over $275,000",1.0,1.0,,,
https://www.realestate.co.nz/42717274/residential/sale/4b-mamari-street-rongotai,a week ago,"4B Mamari Street, Rongotai","Buyer Enquiry Over $895,000",3.0,2.0,,,
https://www.realestate.co.nz/42717265/residential/sale/14-kabul-street-khandallah,a week ago,"14 Kabul Street, Khandallah","Buyer Enquiry Over $1,395,000",4.0,1.0,628.0,,
https://www.realestate.co.nz/42717263/residential/sale/654-ohariu-valley-road-ohariu,a week ago,"654 Ohariu Valley Road, Ohariu","Buyer Enquiry Over $2,395,000",4.0,3.0,20299.0,,
https://www.realestate.co.nz/42717260/residential/sale/7a-rosewood-place-paraparaumu,a week ago,"7A Rosewood Place, Paraparaumu",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42717238/residential/sale/16-francis-road-paraparaumu-beach,a week ago,"16 Francis Road, Paraparaumu Beach",Tender,3.0,1.0,963.0,,
https://www.realestate.co.nz/42717210/residential/sale/16a-glen-alton-avenue-paparangi,a week ago,"16A Glen Alton Avenue, Paparangi",Negotiation,1.0,1.0,,,
https://www.realestate.co.nz/42717162/residential/sale/9a-anaru-street-raumati-beach,a week ago,"9A Anaru Street, Raumati Beach",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42717124/residential/sale/18-chisbury-lane-churton-park,a week ago,"18 Chisbury Lane, Churton Park",Deadline Sale,3.0,1.0,733.0,,
https://www.realestate.co.nz/42717075/residential/sale/7-tutere-street-waikanae-beach,a week ago,"7 Tutere Street, WAIKANAE BEACH",Deadline Sale,3.0,2.0,696.0,,
https://www.realestate.co.nz/42717071/residential/sale/43-donnelley-drive-wainuiomata,a week ago,"43 Donnelley Drive, Wainuiomata",Negotiation,3.0,1.0,607.0,,
https://www.realestate.co.nz/42717059/residential/sale/30-horopito-road-waikanae,a week ago,"30 Horopito Road, Waikanae","Buyer Enquiry Over $900,000",2.0,2.0,893.0,,
https://www.realestate.co.nz/42717023/residential/sale/81-rotherham-terrace-miramar,a week ago,"81 Rotherham Terrace, Miramar","Buyer Enquiry Over $1,295,000",6.0,2.0,506.0,,
https://www.realestate.co.nz/42717022/residential/sale/21-mary-huse-grove-manor-park,a week ago,"21 Mary Huse Grove, Manor Park",Tender,3.0,2.0,1000.0,,
https://www.realestate.co.nz/42717020/residential/sale/1344-akatarawa-road-akatarawa,a week ago,"1344 Akatarawa Road, Akatarawa",Tender,3.0,1.0,16700.0,,
https://www.realestate.co.nz/42717016/residential/sale/304-manly-street-paraparaumu-beach,a week ago,"304 Manly Street, Paraparaumu Beach","Buyer Enquiry Over $895,000",5.0,2.0,687.0,,
https://www.realestate.co.nz/42716909/residential/sale/7-tui-terrace-tawa,a week ago,"7 Tui Terrace, TAWA",Deadline Sale,4.0,4.0,960.0,,
https://www.realestate.co.nz/42716907/residential/sale/46-the-drive-paraparaumu-beach,a week ago,"46 The Drive, Paraparaumu Beach",Tender,3.0,2.0,663.0,,
https://www.realestate.co.nz/42716896/residential/sale/28-franklyn-road-tawa,a week ago,"28 Franklyn Road, Tawa",Deadline Sale,4.0,1.0,932.0,,
https://www.realestate.co.nz/42716880/residential/sale/3-hawtrey-terrace-johnsonville,a week ago,"3 Hawtrey  Terrace, Johnsonville",Deadline Sale,3.0,1.0,516.0,,
https://www.realestate.co.nz/42716878/residential/sale/71-miro-street-trentham,a week ago,"71 Miro Street, Trentham",Deadline Sale,3.0,1.0,673.0,,
https://www.realestate.co.nz/42716853/residential/sale/15-leeward-drive-whitby,a week ago,"15 Leeward Drive, Whitby",Deadline Sale,3.0,1.0,2033.0,,
https://www.realestate.co.nz/42716723/residential/sale/15-47-hamilton-road-hataitai,a week ago,"15/47 Hamilton Road, Hataitai",Tender,2.0,1.0,,,
https://www.realestate.co.nz/42716683/residential/sale/32e-mission-street-waterloo,a week ago,"32E Mission Street, Waterloo",Negotiation,4.0,2.0,1084.0,,
https://www.realestate.co.nz/42716628/residential/sale/16a-eastcott-grove-churton-park,a week ago,"16A Eastcott Grove, Churton Park",Deadline Sale,3.0,2.0,556.0,,
https://www.realestate.co.nz/42716590/rural/sale/46b-peka-peka-road-peka-peka,a week ago,"46B Peka Peka Road, Peka Peka","Enquiries Over $595,000 Including GST (if any)",2.0,1.0,1707.0,,
https://www.realestate.co.nz/42716579/residential/sale/19-bloomfield-terrace-central-hutt,a week ago,"19 Bloomfield Terrace, Central Hutt",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42716554/residential/sale/7-damian-grove-waterloo,a week ago,"7 Damian Grove, Waterloo",Deadline Sale,4.0,2.0,650.0,,
https://www.realestate.co.nz/42716542/residential/sale/124-wise-street-wainuiomata,a week ago,"124 Wise Street, Wainuiomata",Negotiation,3.0,1.0,607.0,,
https://www.realestate.co.nz/42716524/residential/sale/3b-shalimar-crescent-khandallah,a week ago,"3B Shalimar Crescent, Khandallah","Buyer Enquiry Over $1,025,000",3.0,2.0,132.0,,
https://www.realestate.co.nz/42716490/residential/sale/14-bull-avenue-wainuiomata,a week ago,"14 Bull Avenue, Wainuiomata",Tender,4.0,3.0,6409.0,,
https://www.realestate.co.nz/42716483/residential/sale/20d-murray-street-wallaceville,a week ago,"20D Murray Street, Wallaceville",Tender,3.0,2.0,321.0,,
https://www.realestate.co.nz/42716481/residential/sale/72-witako-street-epuni,a week ago,"72 Witako Street, Epuni",Auction,2.0,1.0,410.0,,
https://www.realestate.co.nz/42716442/residential/sale/6-258-cockayne-road-ngaio,a week ago,"6/258 Cockayne Road, Ngaio",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42716412/residential/sale/65-hair-street-wainuiomata,a week ago,"65 Hair Street, Wainuiomata",Auction,3.0,1.0,809.0,,
https://www.realestate.co.nz/42716411/residential/sale/23-nelson-street-petone,a week ago,"23 Nelson Street, Petone",Auction,3.0,1.0,660.0,,
https://www.realestate.co.nz/42716396/residential/sale/241-otaki-gorge-road-te-horo,a week ago,"241 Otaki Gorge Road, Te Horo","$1,100,000",4.0,2.0,4059.0,,
https://www.realestate.co.nz/42716373/residential/sale/6-wetherby-grove-wainuiomata,a week ago,"6 Wetherby Grove, Wainuiomata",Negotiation,3.0,1.0,508.0,,
https://www.realestate.co.nz/42716368/residential/sale/6-pine-ridge-terrace-waikanae-beach,a week ago,"6 Pine Ridge Terrace, WAIKANAE BEACH",Deadline Sale,3.0,2.0,691.0,,
https://www.realestate.co.nz/42716365/residential/sale/5-green-lane-wallaceville,a week ago,"5 Green Lane, Wallaceville","Offers Over $729,000",3.0,1.0,227.0,,
https://www.realestate.co.nz/42716348/residential/sale/64-rolleston-street-mount-cook,a week ago,"64 Rolleston Street, Mount Cook",Tender,3.0,2.0,433.0,,
https://www.realestate.co.nz/42716307/residential/sale/9-cyril-way-paparangi,a week ago,"9 Cyril Way, Paparangi",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42716282/residential/sale/9-milford-street-aotea,2 weeks ago,"9 Milford Street, Aotea","Enquiries Over $1,030,000",4.0,2.0,866.0,,
https://www.realestate.co.nz/42716279/residential/sale/208-35-abel-smith-street-te-aro,2 weeks ago,"208/35 Abel Smith Street, Te Aro","Buyer Enquiry Over $185,000",1.0,1.0,,,
https://www.realestate.co.nz/42716209/residential/sale/63a-amohia-street-paraparaumu,2 weeks ago,"63A Amohia Street, Paraparaumu","$725,000",2.0,2.0,484.0,,
https://www.realestate.co.nz/42716210/residential/sale/502-332-lambton-quay-wellington-central,2 weeks ago,"502/332 Lambton Quay, Wellington Central","Buyer Enquiry Over $359,000",1.0,1.0,,,
https://www.realestate.co.nz/42716182/residential/sale/1-hunter-street-taita,2 weeks ago,"1 Hunter Street, Taita",Deadline Sale,3.0,1.0,552.0,,
https://www.realestate.co.nz/42716163/residential/sale/64-kotare-street-waikanae,2 weeks ago,"64 Kotare Street, Waikanae",Negotiation,3.0,2.0,887.0,,
https://www.realestate.co.nz/42716147/residential/sale/20-burnside-street-waterloo,2 weeks ago,"20 Burnside Street, Waterloo",Deadline Sale,3.0,1.0,466.0,,
https://www.realestate.co.nz/42716084/residential/sale/36-foster-crescent-belmont,2 weeks ago,"36 Foster Crescent, Belmont",Tender,4.0,2.0,1707.0,,
https://www.realestate.co.nz/42716075/residential/sale/9a-karaka-grove-waikanae,2 weeks ago,"9A Karaka Grove, WAIKANAE",Deadline Sale,5.0,3.0,1465.0,,
https://www.realestate.co.nz/42716069/residential/sale/34-wyndham-road-pinehaven,2 weeks ago,"34 Wyndham Road, Pinehaven",Deadline Sale,3.0,1.0,1302.0,,
https://www.realestate.co.nz/42716036/residential/sale/171-breaker-bay-road-breaker-bay,2 weeks ago,"171 Breaker Bay Road, Breaker Bay",Tender,1.0,1.0,766.0,,
https://www.realestate.co.nz/42716035/residential/sale/170-breaker-bay-road-breaker-bay,2 weeks ago,"170 Breaker Bay Road, Breaker Bay",Tender,2.0,1.0,857.0,,
https://www.realestate.co.nz/42716005/residential/sale/5-6-victoria-street-ebdentown,2 weeks ago,"5/6 Victoria Street, Ebdentown",Negotiation,2.0,1.0,72.0,,
https://www.realestate.co.nz/42715991/residential/sale/9e-245-wakefield-street-te-aro,2 weeks ago,"9E/245 Wakefield Street, Te Aro","Offers Over $695,000",2.0,1.0,,,
https://www.realestate.co.nz/42715981/residential/sale/893-state-highway-1-te-horo,2 weeks ago,"893 State Highway 1, TE HORO","Enquiries Over $770,000",3.0,1.0,1095.0,,
https://www.realestate.co.nz/42715963/residential/sale/25-glen-road-raumati-south,2 weeks ago,"25 Glen Road, Raumati South",Tender,3.0,2.0,801.0,,
https://www.realestate.co.nz/42715930/residential/sale/4a-erlestoke-crescent-churton-park,2 weeks ago,"4a Erlestoke Crescent, Churton Park",Tender,3.0,2.0,286.0,,
https://www.realestate.co.nz/42715883/residential/sale/1-5-rosebank-avenue-avalon,2 weeks ago,"1/5 Rosebank Avenue, Avalon",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42715871/residential/sale/117-mark-avenue-grenada-village,2 weeks ago,"117 Mark Avenue, Grenada Village",Deadline Sale,3.0,1.0,739.0,,
https://www.realestate.co.nz/42715862/residential/sale/2-prince-street-mount-victoria,2 weeks ago,"2 Prince Street, Mount Victoria","Buyer Enquiry Over $1,075,000",3.0,1.0,202.0,,
https://www.realestate.co.nz/42715859/residential/sale/2-martin-road-paraparaumu-beach,2 weeks ago,"2 Martin Road, PARAPARAUMU BEACH",Deadline Sale,2.0,2.0,822.0,,
https://www.realestate.co.nz/42715856/residential/sale/4-hyde-street-wainuiomata,2 weeks ago,"4 Hyde Street, Wainuiomata",Negotiation,2.0,1.0,,,
https://www.realestate.co.nz/42715812/residential/sale/6-greenstone-place-aotea,2 weeks ago,"6 Greenstone Place, Aotea",Deadline Sale,5.0,2.0,620.0,,
https://www.realestate.co.nz/42715811/residential/sale/5-larsen-crescent-tawa,2 weeks ago,"5 Larsen Crescent, Tawa",Deadline Sale,4.0,2.0,817.0,,
https://www.realestate.co.nz/42715804/residential/sale/98-kiwi-road-raumati-beach,2 weeks ago,"98 Kiwi Road, Raumati Beach",Tender,4.0,1.0,1302.0,,
https://www.realestate.co.nz/42715794/residential/sale/4-kio-crescent-hataitai,2 weeks ago,"4 Kio Crescent, Hataitai",Tender,5.0,4.0,807.0,,
https://www.realestate.co.nz/42715784/residential/sale/9b-fitzherbert-road-wainuiomata,2 weeks ago,"9B Fitzherbert Road, Wainuiomata",Negotiation,3.0,2.0,,,
https://www.realestate.co.nz/42715782/residential/sale/6-bridge-street-melling,2 weeks ago,"6 Bridge Street, Melling",Tender,3.0,1.0,653.0,,
https://www.realestate.co.nz/42715779/residential/sale/15-thimble-lane-whitby,2 weeks ago,"15 Thimble Lane, Whitby",Deadline Sale,4.0,2.0,577.0,,
https://www.realestate.co.nz/42715752/residential/sale/5-52-high-street-island-bay,2 weeks ago,"5/52 High Street, Island Bay","Buyer Enquiry Over $965,000",3.0,2.0,,,
https://www.realestate.co.nz/42715741/residential/sale/15-whio-place-waikanae,2 weeks ago,"15 Whio Place, Waikanae","Offers Over $395,000",,1.0,1183.0,,
https://www.realestate.co.nz/42715735/residential/sale/162-tasman-street-mount-cook,2 weeks ago,"162 Tasman Street, Mount Cook","Buyer Enquiry Over $975,000",4.0,1.0,,,
https://www.realestate.co.nz/42715718/residential/sale/32b-argentine-avenue-miramar,2 weeks ago,"32B Argentine Avenue, Miramar",Tender,3.0,1.0,590.0,,
https://www.realestate.co.nz/42715689/residential/sale/14-fitzwilliam-terrace-tawa,2 weeks ago,"14 Fitzwilliam Terrace, TAWA","Enquiries Over $825,000",3.0,1.0,688.0,,
https://www.realestate.co.nz/42715638/residential/sale/3a-oak-avenue-paremata,2 weeks ago,"3A Oak Avenue, Paremata",Deadline Sale,4.0,2.0,713.0,,
https://www.realestate.co.nz/42715586/residential/sale/12-arun-crescent-southgate,2 weeks ago,"12 Arun Crescent, Southgate",Deadline Sale,5.0,2.0,540.0,,
https://www.realestate.co.nz/42715584/residential/sale/1-toi-street-otaki-beach,2 weeks ago,"1 Toi Street, Otaki Beach","$590,000",3.0,1.0,,,
https://www.realestate.co.nz/42715577/residential/sale/4-2-palmer-street-aro-valley,2 weeks ago,"4/2 Palmer Street, Aro Valley","Offers Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42715572/residential/sale/35-kandy-crescent-ngaio,2 weeks ago,"35 Kandy Crescent, Ngaio","Offers Over $1,195,000",3.0,2.0,481.0,,
https://www.realestate.co.nz/42715568/residential/sale/2-139-queens-drive-lyall-bay,2 weeks ago,"2/139 Queens Drive, Lyall Bay","Offers Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42715563/residential/sale/2b-mamari-street-rongotai,2 weeks ago,"2B Mamari Street, Rongotai","Offers Over $875,000",3.0,2.0,,,
https://www.realestate.co.nz/42715557/residential/sale/509-21-king-street-mount-cook,2 weeks ago,"509/21 King Street, Mount Cook","Offers Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42715556/residential/sale/44-queens-drive-lyall-bay,2 weeks ago,"44 Queens Drive, Lyall Bay","Offers Over $845,000",3.0,1.0,654.0,,
https://www.realestate.co.nz/42715555/residential/sale/25-thatcher-crescent-crofton-downs,2 weeks ago,"25 Thatcher Crescent, Crofton Downs",Tender,3.0,1.0,503.0,,
https://www.realestate.co.nz/42715544/residential/sale/73-tiketike-way-brooklyn,2 weeks ago,"73 Tiketike Way, Brooklyn","Offers Over $875,000",3.0,2.0,236.0,,
https://www.realestate.co.nz/42715539/residential/sale/30-mount-marua-way-timberlea,2 weeks ago,"30 Mount Marua Way, Timberlea",Negotiation,4.0,2.0,1834.0,,
https://www.realestate.co.nz/42715527/residential/sale/10-borlase-street-brooklyn,2 weeks ago,"10 Borlase Street, Brooklyn","Buyer Enquiry Over $1,075,000",3.0,1.0,474.0,,
https://www.realestate.co.nz/42715516/residential/sale/38a-erlestoke-crescent-churton-park,2 weeks ago,"38A Erlestoke Crescent, Churton Park",Deadline Sale,3.0,2.0,347.0,,
https://www.realestate.co.nz/42715514/residential/sale/149-major-drive-kelson,2 weeks ago,"149 Major Drive, Kelson","$800,000",3.0,1.0,538.0,,
https://www.realestate.co.nz/42715506/residential/sale/43-and-43a-revans-street-miramar,2 weeks ago,"43 and 43A Revans Street, Miramar",Tender,5.0,2.0,665.0,,
https://www.realestate.co.nz/42715504/residential/sale/6-1-earls-terrace-mount-victoria,2 weeks ago,"6/1 Earls Terrace, Mount Victoria",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42715502/residential/sale/59-calcutta-street-khandallah,2 weeks ago,"59 Calcutta Street, Khandallah","Offers Over $1,645,000",4.0,2.0,1248.0,,
https://www.realestate.co.nz/42715474/residential/sale/2a-raroa-crescent-northland,2 weeks ago,"2A Raroa Crescent, Northland",Tender,3.0,1.0,384.0,,
https://www.realestate.co.nz/42715455/residential/sale/74b-rotherham-terrace-miramar,2 weeks ago,"74b Rotherham Terrace, Miramar",Tender,3.0,3.0,220.0,,
https://www.realestate.co.nz/42715439/residential/sale/4-1-brooklyn-road-mount-cook,2 weeks ago,"4/1 Brooklyn Road, Mount Cook","Offers Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42715438/residential/sale/6-tio-tio-road-miramar,2 weeks ago,"6 Tio Tio Road, Miramar",Tender,3.0,2.0,495.0,,
https://www.realestate.co.nz/42715433/residential/sale/102-rawhiti-road-pukerua-bay,2 weeks ago,"102 Rawhiti Road, Pukerua Bay",Deadline Sale,4.0,2.0,815.0,,
https://www.realestate.co.nz/42715415/residential/sale/5-inverell-way-seatoun,2 weeks ago,"5 Inverell Way, Seatoun",Tender,4.0,2.0,537.0,,
https://www.realestate.co.nz/42715385/residential/sale/2-15a-byron-street-miramar,2 weeks ago,"2/15A Byron Street, Miramar",Tender,2.0,1.0,,,
https://www.realestate.co.nz/42715384/residential/sale/28-welland-place-island-bay,2 weeks ago,"28 Welland Place, Island Bay","Offers Over $1,480,000",4.0,2.0,460.0,,
https://www.realestate.co.nz/42715373/residential/sale/80-232-middleton-road-glenside,2 weeks ago,"80/232 Middleton Road, Glenside",Deadline Sale,3.0,2.0,,,
https://www.realestate.co.nz/42715361/residential/sale/9-coromandel-street-newtown,2 weeks ago,"9 Coromandel Street, Newtown",Tender,4.0,2.0,239.0,,
https://www.realestate.co.nz/42715357/residential/sale/30-pairuku-lane-peka-peka,2 weeks ago,"30 Pairuku Lane, Peka Peka",Tender,4.0,3.0,4464.0,,
https://www.realestate.co.nz/42715351/residential/sale/301-main-road-north-brown-owl,2 weeks ago,"301 Main Road North, Brown Owl","Buyer Enquiry Over $699,000",3.0,2.0,743.0,,
https://www.realestate.co.nz/42715340/residential/sale/32a-buccaneer-place-grenada-village,2 weeks ago,"32A Buccaneer Place, Grenada Village",Deadline Sale,3.0,1.0,,,
https://www.realestate.co.nz/42715334/residential/sale/3-steeple-lane-seatoun,2 weeks ago,"3 Steeple Lane, Seatoun",Deadline Sale,3.0,2.0,433.0,,
https://www.realestate.co.nz/42715320/residential/sale/12a-bay-lair-grove-island-bay,2 weeks ago,"12A Bay Lair Grove, Island Bay",Tender,3.0,1.0,,,
https://www.realestate.co.nz/42715318/residential/sale/49c-waru-street-khandallah,2 weeks ago,"49C Waru Street, Khandallah",Deadline Sale,4.0,2.0,396.0,,
https://www.realestate.co.nz/42715317/residential/sale/167-newlands-road-newlands,2 weeks ago,"167 Newlands Road, Newlands",Tender,2.0,1.0,819.0,,
https://www.realestate.co.nz/42715315/residential/sale/7-carmichael-street-johnsonville,2 weeks ago,"7 Carmichael Street, Johnsonville",Deadline Sale,3.0,2.0,538.0,,
https://www.realestate.co.nz/42715314/residential/sale/63-42-main-road-tawa,2 weeks ago,"63/42 Main Road, Tawa",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42715313/residential/sale/93-constable-street-newtown,2 weeks ago,"93 Constable Street, Newtown",Deadline Sale,3.0,3.0,314.0,,
https://www.realestate.co.nz/42715312/residential/sale/41-orissa-crescent-broadmeadows,2 weeks ago,"41 Orissa Crescent, Broadmeadows",Tender,4.0,2.0,2530.0,,
https://www.realestate.co.nz/42715304/residential/sale/65a-hamilton-road-hataitai,2 weeks ago,"65A Hamilton Road, Hataitai","Buyer Enquiry Over $1,195,000",3.0,1.0,577.0,,
https://www.realestate.co.nz/42715301/residential/sale/43-aro-street-aro-valley,2 weeks ago,"43 Aro Street, Aro Valley","Buyer Enquiry Over $995,000",4.0,1.0,119.0,,
https://www.realestate.co.nz/42715299/residential/sale/78-otaki-street-miramar,2 weeks ago,"78 Otaki Street, Miramar","Buyer Enquiry Over $1,095,000",3.0,1.0,405.0,,
https://www.realestate.co.nz/42715298/residential/sale/101-miramar-north-road-miramar,2 weeks ago,"101 Miramar North Road, Miramar","Buyer Enquiry Over $795,000",3.0,1.0,571.0,,
https://www.realestate.co.nz/42715297/residential/sale/35-glen-road-kelburn,2 weeks ago,"35 Glen Road, Kelburn",Tender,3.0,2.0,445.0,,
https://www.realestate.co.nz/42715296/residential/sale/73-amritsar-street-khandallah,2 weeks ago,"73 Amritsar Street, Khandallah",Tender,4.0,2.0,405.0,,
https://www.realestate.co.nz/42715295/residential/sale/9-redwood-avenue-tawa,2 weeks ago,"9 Redwood Avenue, Tawa","Offers Over $745,000",3.0,1.0,,,
https://www.realestate.co.nz/42715294/residential/sale/h201-326-evans-bay-parade-hataitai,2 weeks ago,"H201/326 Evans Bay Parade, Hataitai",Tender,2.0,2.0,,,
https://www.realestate.co.nz/42715292/residential/sale/15a-florio-terrace-tawa,2 weeks ago,"15A Florio Terrace, Tawa",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42715291/residential/sale/12-roy-street-tawa,2 weeks ago,"12 Roy Street, Tawa",Deadline Sale,3.0,1.0,922.0,,
https://www.realestate.co.nz/42715289/residential/sale/6-210-karori-road-karori,2 weeks ago,"6/210 Karori Road, Karori",Tender,2.0,1.0,,,
https://www.realestate.co.nz/42715288/residential/sale/2-kaikoura-street-maupuia,2 weeks ago,"2 Kaikoura Street, Maupuia","Offers Over $595,000",3.0,1.0,255.0,,
https://www.realestate.co.nz/42715271/residential/sale/197d-townsend-road-miramar,2 weeks ago,"197D Townsend Road, Miramar","Offers Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42715270/residential/sale/181-wilton-road-wilton,2 weeks ago,"181 Wilton Road, Wilton","Offers Over $795,000",3.0,1.0,607.0,,
https://www.realestate.co.nz/42715268/residential/sale/81-fyvie-avenue-tawa,2 weeks ago,"81 Fyvie Avenue, Tawa","Offers Over $845,000",6.0,2.0,708.0,,
https://www.realestate.co.nz/42715264/residential/sale/32-volga-street-island-bay,2 weeks ago,"32 Volga Street, Island Bay","Offers Over $1,075,000",4.0,2.0,742.0,,
https://www.realestate.co.nz/42715263/residential/sale/8-yule-street-kilbirnie,2 weeks ago,"8 Yule Street, Kilbirnie",Tender,3.0,1.0,253.0,,
https://www.realestate.co.nz/42715242/residential/sale/8-mexted-terrace-tawa,2 weeks ago,"8 Mexted Terrace, Tawa",Deadline Sale,3.0,1.0,388.0,,
https://www.realestate.co.nz/42715212/residential/sale/2-erskine-close-island-bay,2 weeks ago,"2 Erskine Close, Island Bay",Auction,3.0,3.0,467.0,,
https://www.realestate.co.nz/42715203/residential/sale/1-1a-allenby-terrace-wellington-central,2 weeks ago,"1 & 1A Allenby Terrace, Wellington Central",Tender,,,1088.0,,
https://www.realestate.co.nz/42715201/residential/sale/58c-raroa-terrace-tawa,2 weeks ago,"58C Raroa Terrace, Tawa",Tender,,,2147.0,,
https://www.realestate.co.nz/42715098/residential/sale/1-46-wood-street-wainuiomata,2 weeks ago,"1/46 Wood Street, Wainuiomata","Asking Price $350,000",1.0,1.0,,,
https://www.realestate.co.nz/42715053/residential/sale/16-manuka-street-miramar,2 weeks ago,"16 Manuka Street, Miramar",Tender,6.0,1.0,979.0,,
https://www.realestate.co.nz/42715033/residential/sale/606-35-abel-smith-street-te-aro,2 weeks ago,"606/35 Abel Smith Street, Te Aro",Tender,1.0,1.0,,,
https://www.realestate.co.nz/42714960/residential/sale/33-redvers-drive-belmont,2 weeks ago,"33 Redvers Drive, Belmont",Deadline Sale,3.0,1.0,505.0,,
https://www.realestate.co.nz/42714952/residential/sale/10a-sunny-glen-waikanae,2 weeks ago,"10A Sunny Glen, Waikanae",Tender,6.0,3.0,3823.0,,
https://www.realestate.co.nz/42714949/residential/sale/anderson-park-drive-waikanae,2 weeks ago,"Anderson Park Drive, Waikanae","Enquiries Over $510,000",,,,,
https://www.realestate.co.nz/42714940/residential/sale/41-dimock-street-titahi-bay,2 weeks ago,"41 Dimock Street, Titahi Bay",Deadline Sale,3.0,1.0,292.0,,
https://www.realestate.co.nz/42714931/residential/sale/25-eucalyptus-way-paraparaumu,2 weeks ago,"25 Eucalyptus Way, PARAPARAUMU",Deadline Sale,4.0,4.0,15100.0,,
