link,listed,address,price,bedrooms,bathrooms,area (m2),latitude,longitude
https://www.realestate.co.nz/42684612/residential/sale/21-fancourt-street-karori,2 months ago,"21 Fancourt Street, Karori","Offers Over $2,600,000",4.0,3.0,653.0,,
https://www.realestate.co.nz/42684586/residential/sale/13-30-hanson-street-mount-cook,2 months ago,"13/30 Hanson Street, Mount Cook","Buyer Enquiry Over $645,000",3.0,1.0,,,
https://www.realestate.co.nz/42684530/residential/sale/120-seatoun-heights-road-seatoun,2 months ago,"120 Seatoun Heights Road, Seatoun","Asking Price $950,000",2.0,1.0,832.0,,
https://www.realestate.co.nz/42684508/residential/sale/5-2-ohiro-road-aro-valley,2 months ago,"5/2 Ohiro Road, Aro Valley","Buyer Enquiry Over $645,000",2.0,1.0,,,
https://www.realestate.co.nz/42684349/residential/sale/unit-1-6-tama-street-alicetown,2 months ago,"Unit 1/6 Tama Street, Alicetown","$805,000",3.0,1.0,120.0,,
https://www.realestate.co.nz/42684342/residential/sale/25-mahurenga-lane-te-horo,2 months ago,"25 Mahurenga Lane, TE HORO","$1,675,000",3.0,3.0,7747.0,,
https://www.realestate.co.nz/42684341/residential/sale/4-tyne-street-island-bay,2 months ago,"4 Tyne Street, Island Bay","Buyer Enquiry Over $795,000",2.0,1.0,172.0,,
https://www.realestate.co.nz/42684337/residential/sale/120a-motuhara-road-plimmerton,2 months ago,"120A Motuhara Road, Plimmerton","Offers Over $1,199,000",4.0,3.0,556.0,,
https://www.realestate.co.nz/42684152/residential/sale/51-falkirk-avenue-seatoun,2 months ago,"51 Falkirk Avenue, Seatoun","Asking Price $2,495,000",4.0,2.0,632.0,,
https://www.realestate.co.nz/42684097/residential/sale/37-ashleigh-way-waikanae-beach,2 months ago,"37 Ashleigh Way, Waikanae Beach","Buyer Enquiry Over $920,000",4.0,2.0,1144.0,,
https://www.realestate.co.nz/42684059/residential/sale/25-fleet-street-naenae,2 months ago,"25 Fleet Street, Naenae","$619,000",3.0,1.0,584.0,,
https://www.realestate.co.nz/42684051/residential/sale/31-royal-street-upper-hutt,2 months ago,"31 Royal Street, Upper Hutt",Negotiation,2.0,1.0,521.0,,
https://www.realestate.co.nz/42684021/residential/sale/1-5-cockburn-street-kilbirnie,2 months ago,"1/5 Cockburn Street, Kilbirnie","Offers Over $495,000",2.0,1.0,,,
https://www.realestate.co.nz/42683960/residential/sale/2-17-lewer-street-karori,2 months ago,"2/17 Lewer Street, Karori","Buyer Enquiry Over $890,000",2.0,3.0,,,
https://www.realestate.co.nz/42683944/residential/sale/30-marlborough-street-silverstream,2 months ago,"30 Marlborough Street, Silverstream",Negotiation,4.0,2.0,1417.0,,
https://www.realestate.co.nz/42683777/residential/sale/28-17-john-street-trentham,2 months ago,"28/17 John Street, Trentham","Buyer Enquiry Over $499,000",2.0,1.0,,,
https://www.realestate.co.nz/42683695/residential/sale/2-8-mataroa-avenue-northland,2 months ago,"2/8 Mataroa Avenue, Northland","Enquiries Over $435,000",1.0,1.0,,,
https://www.realestate.co.nz/42683688/residential/sale/unit-5-6-tama-street-alicetown,2 months ago,"Unit 5/6 Tama Street, Alicetown","$749,000",3.0,1.0,89.0,,
https://www.realestate.co.nz/42683673/residential/sale/3-151-waterloo-road-central-hutt,2 months ago,"3/151 Waterloo Road, Central Hutt","Offers Over $765,000",3.0,2.0,,,
https://www.realestate.co.nz/42683624/residential/sale/4-barbaras-way-waikanae-beach,2 months ago,"4 Barbaras Way, Waikanae Beach","Offers Over $1,500,000",5.0,2.0,997.0,,
https://www.realestate.co.nz/42683577/residential/sale/3-104-martin-street-wallaceville,2 months ago,"3/104 Martin Street, Wallaceville","Buyer Enquiry Over $589,000",2.0,1.0,109.5,,
https://www.realestate.co.nz/42683552/residential/sale/60-makora-road-otaihanga,2 months ago,"60 Makora Road, Otaihanga","Offers Over $995,000",4.0,3.0,1166.0,,
https://www.realestate.co.nz/42683506/residential/sale/3-30-monowai-road-johnsonville,2 months ago,"3/30 Monowai Road, Johnsonville","Asking Price $779,000",3.0,1.0,,,
https://www.realestate.co.nz/42683483/residential/sale/16-ruru-crescent-heretaunga,2 months ago,"16 Ruru Crescent, Heretaunga","Enquiries Over $729,000",3.0,1.0,541.0,,
https://www.realestate.co.nz/42683414/residential/sale/31-ascot-street-thorndon,2 months ago,"31 Ascot Street, Thorndon","Offers Over $1,195,000",3.0,1.0,497.0,,
https://www.realestate.co.nz/42683373/residential/sale/31-flightys-road-pauatahanui,2 months ago,"31 Flightys Road, Pauatahanui","Offers Over $3,100,000",5.0,5.0,55800.0,,
https://www.realestate.co.nz/42683231/residential/sale/lot-111-27-lemonwood-way-woodridge,2 months ago,"Lot 111/27 Lemonwood Way, Woodridge","Asking Price $1,430,000",4.0,2.0,372.0,,
https://www.realestate.co.nz/42683227/residential/sale/lot-132-6-cottonwood-lane-woodridge,2 months ago,"Lot 132, 6 Cottonwood Lane, Woodridge","Asking Price $1,356,000",4.0,2.0,702.0,,
https://www.realestate.co.nz/42683224/residential/sale/lot-134a-2a-cottonwood-lane-woodridge,2 months ago,"Lot 134A/2A Cottonwood Lane, Woodridge","Asking Price $1,256,000",3.0,2.0,464.0,,
https://www.realestate.co.nz/42683216/residential/sale/lot-134b-2-cottonwood-lane-woodridge,2 months ago,"Lot 134B/2 Cottonwood Lane, Woodridge","Asking Price $1,580,000",4.0,2.0,423.0,,
https://www.realestate.co.nz/42683200/residential/sale/801-166-victoria-street-te-aro,2 months ago,"801/166 Victoria Street, Te Aro","Buyer Enquiry Over $500,000",1.0,1.0,,,
https://www.realestate.co.nz/42683138/residential/sale/105-te-pene-avenue-titahi-bay,2 months ago,"105 Te Pene Avenue, Titahi Bay",Negotiation,2.0,1.0,861.0,,
https://www.realestate.co.nz/42682989/residential/sale/a25-10-ebor-street-te-aro,2 months ago,"A25/10 Ebor Street, Te Aro","Buyer Enquiry Over $695,000",2.0,2.0,,,
https://www.realestate.co.nz/42682864/residential/sale/140-school-road-te-horo,2 months ago,"140 School Road, Te Horo","$1,595,000",5.0,3.0,4295.0,,
https://www.realestate.co.nz/42682725/residential/sale/149-clouston-park-road-clouston-park,2 months ago,"149 Clouston Park Road, Clouston Park","Offers Over $790,000",4.0,1.0,506.0,,
https://www.realestate.co.nz/42682680/residential/sale/59-lees-grove-wainuiomata,2 months ago,"59 Lees Grove, Wainuiomata",Negotiation,4.0,2.0,658.0,,
https://www.realestate.co.nz/42682607/residential/sale/139b-rosetta-road-raumati-south,2 months ago,"139B Rosetta Road, Raumati South","$860,000",3.0,2.0,,,
https://www.realestate.co.nz/42682597/residential/sale/2-55-waitohu-road-eastbourne,2 months ago,"2/55 Waitohu Road, Eastbourne","Asking Price $570,000",2.0,1.0,,,
https://www.realestate.co.nz/42682259/residential/sale/1083-fergusson-drive-clouston-park,2 months ago,"1083 Fergusson Drive, Clouston Park","$680,000",3.0,1.0,506.0,,
https://www.realestate.co.nz/42682170/residential/sale/16-nola-avenue-raumati-beach,2 months ago,"16 Nola Avenue, Raumati Beach",Negotiation,3.0,1.0,,,
https://www.realestate.co.nz/42682002/residential/sale/1-eruera-love-lane-waterloo,2 months ago,"1 Eruera Love Lane, Waterloo","Buyer Enquiry Over $775,000",3.0,1.0,127.0,,
https://www.realestate.co.nz/42681925/residential/sale/2-246-main-road-tawa,2 months ago,"2/246 Main Road, Tawa",Deadline Sale,2.0,1.0,,,
https://www.realestate.co.nz/42681792/residential/sale,2 months ago,Wellington - Address withheld,"Asking Price $565,900",1.0,1.0,102.0,,
https://www.realestate.co.nz/42681789/residential/sale/54-thornycroft-avenue-epuni,2 months ago,"54 Thornycroft Avenue, Epuni",Negotiation,1.0,1.0,,,
https://www.realestate.co.nz/42681688/residential/sale/32-woodland-mews-wainuiomata,2 months ago,"32 Woodland Mews, Wainuiomata","Offers Over $660,000",2.0,1.0,375.0,,
https://www.realestate.co.nz/42681662/residential/sale/02-111-molesworth-street-thorndon,2 months ago,"02/111 Molesworth Street, Thorndon","Buyer Enquiry Over $699,000",2.0,2.0,,,
https://www.realestate.co.nz/42681395/residential/sale/3b-opurere-grove-tirohanga,2 months ago,"3b Opurere Grove, Tirohanga",Negotiation,3.0,1.0,,,
https://www.realestate.co.nz/42681331/residential/sale/78-howard-rd-eastbourne,2 months ago,"78 Howard Rd, Eastbourne","Enquiries Over $1,190,000",4.0,2.0,1481.0,,
https://www.realestate.co.nz/42681301/residential/sale/19-akaroa-drive-maupuia,2 months ago,"19 Akaroa Drive, Maupuia","Buyer Enquiry Over $835,000",3.0,2.0,511.0,,
https://www.realestate.co.nz/42681284/residential/sale/46-pitt-street-wadestown,2 months ago,"46 Pitt Street, Wadestown","Buyer Enquiry Over $500,000",1.0,1.0,304.0,,
https://www.realestate.co.nz/42681281/residential/sale/5-torless-terrace-thorndon,2 months ago,"5 Torless Terrace, Thorndon","Buyer Enquiry Over $685,000",1.0,1.0,132.0,,
https://www.realestate.co.nz/42681162/residential/sale/14-herald-street-berhampore,2 months ago,"14 Herald Street, Berhampore",Negotiation,2.0,1.0,,,
https://www.realestate.co.nz/42681082/residential/sale/15-walton-avenue-waikanae,2 months ago,"15 Walton Avenue, Waikanae","Buyer Enquiry Over $795,000",3.0,1.0,809.0,,
https://www.realestate.co.nz/42681059/residential/sale/6-albizia-grove-waikanae,2 months ago,"6 Albizia Grove, Waikanae","Offers Over $1,045,000",4.0,2.0,866.0,,
https://www.realestate.co.nz/42680912/residential/sale/6-langwell-place-papakowhai,2 months ago,"6 Langwell Place, Papakowhai","$1,180,000",3.0,2.0,516.0,,
https://www.realestate.co.nz/42680661/residential/sale/6-238-muritai-road-eastbourne,2 months ago,"6/238 Muritai Road, Eastbourne","Buyer Enquiry Over $380,000",1.0,1.0,,,
https://www.realestate.co.nz/42680083/residential/sale/12-12-vallance-street-kilbirnie,2 months ago,"12/12 Vallance Street, Kilbirnie","Buyer Enquiry Over $499,000",2.0,1.0,,,
https://www.realestate.co.nz/42680059/residential/sale/214-main-road-north-otaihanga,2 months ago,"214 Main Road North, Otaihanga",Negotiation,6.0,7.0,18900.0,,
https://www.realestate.co.nz/42680015/residential/sale/23a-golf-road-paraparaumu-beach,2 months ago,"23A Golf Road, Paraparaumu Beach","Offers Over $819,000",3.0,2.0,451.0,,
https://www.realestate.co.nz/42679996/residential/sale/33-farnworth-terrace-churton-park,2 months ago,"33 Farnworth Terrace, Churton Park","Asking Price $1,395,000",4.0,3.0,1055.0,,
https://www.realestate.co.nz/42679994/residential/sale/90-pomare-road-tirohanga,2 months ago,"90 Pomare Road, Tirohanga",Negotiation,,,579.0,,
https://www.realestate.co.nz/42679927/residential/sale/22-hector-street-petone,2 months ago,"22 Hector Street, Petone","$969,000",6.0,2.0,427.0,,
https://www.realestate.co.nz/42679804/residential/sale/97a-coroglen-rise-plimmerton,2 months ago,"97a Coroglen Rise, Plimmerton","Enquiries Over $1,195,000",2.0,1.0,20000.0,,
https://www.realestate.co.nz/42679803/residential/sale/97-coroglen-rise-plimmerton,2 months ago,"97 Coroglen Rise, Plimmerton",Negotiation,4.0,2.0,30800.0,,
https://www.realestate.co.nz/42679783/residential/sale/13-frances-street-waikanae-beach,2 months ago,"13 Frances Street, Waikanae Beach","Offers Over $1,650,000",3.0,3.0,1009.0,,
https://www.realestate.co.nz/42679680/residential/sale/117-seaview-road-paraparaumu-beach,2 months ago,"117 Seaview Road, Paraparaumu Beach","Offers Over $1,195,000",3.0,3.0,401.0,,
https://www.realestate.co.nz/42679636/residential/sale/5-kamahi-place-4-kapiti-road-paraparaumu,2 months ago,"5 Kamahi Place/ 4 Kapiti Road, Paraparaumu",Negotiation,2.0,1.0,,,
https://www.realestate.co.nz/42679625/residential/sale/17-corsham-grove-churton-park,2 months ago,"17 Corsham Grove, Churton Park","Asking Price $965,000",4.0,2.0,456.0,,
https://www.realestate.co.nz/42679611/residential/sale/154-randwick-road-moera,2 months ago,"154 Randwick Road, Moera",Negotiation,3.0,1.0,739.0,,
https://www.realestate.co.nz/42679507/residential/sale/42-sheridan-terrace-johnsonville,2 months ago,"42 Sheridan Terrace, Johnsonville",Negotiation,3.0,2.0,370.0,,
https://www.realestate.co.nz/42679496/residential/sale/42-44-turtleback-avenue-whitby,2 months ago,"42 & 44 Turtleback Avenue, Whitby","Enquiries Over $849,000",3.0,3.0,262.0,,
https://www.realestate.co.nz/42679485/residential/sale/5-reid-lane-wallaceville,2 months ago,"5 Reid Lane, Wallaceville","Enquiries Over $715,000",3.0,1.0,144.0,,
https://www.realestate.co.nz/42679463/residential/sale/2-88-hautana-street-woburn,2 months ago,"2/88 Hautana Street, Woburn","$1,379,000",5.0,2.0,,,
https://www.realestate.co.nz/42679460/residential/sale/28-karearea-avenue-porirua,2 months ago,"28 Karearea Avenue, Porirua",Deadline Sale,3.0,3.0,275.0,,
https://www.realestate.co.nz/42679436/residential/sale/1-293-wellington-road-wainuiomata,2 months ago,"1/293 Wellington Road, Wainuiomata","$455,000",2.0,1.0,,,
https://www.realestate.co.nz/42679434/residential/sale/110b-wellington-road-wainuiomata,2 months ago,"110b Wellington Road, Wainuiomata","$639,000",3.0,1.0,420.0,,
https://www.realestate.co.nz/42679399/residential/sale/303-manly-street-paraparaumu-beach,2 months ago,"303 Manly Street, Paraparaumu Beach","Enquiries Over $1,100,000",4.0,3.0,709.0,,
https://www.realestate.co.nz/42679343/residential/sale/43-hautere-cross-road-te-horo,2 months ago,"43 Hautere Cross Road, Te Horo",Negotiation,4.0,2.0,2552.0,,
https://www.realestate.co.nz/42679264/residential/sale/5-quebec-street-kingston,2 months ago,"5 Quebec Street, Kingston","Offers Over $1,095,000",5.0,2.0,470.0,,
https://www.realestate.co.nz/42679261/residential/sale/70-lavaud-street-berhampore,2 months ago,"70 Lavaud Street, Berhampore",Negotiation,2.0,1.0,133.0,,
https://www.realestate.co.nz/42679258/residential/sale/52-durham-crescent-fairfield,2 months ago,"52 Durham Crescent, Fairfield","Buyer Enquiry Over $549,000",2.0,1.0,176.0,,
https://www.realestate.co.nz/42679195/residential/sale/5b-16-the-terrace-wellington-central,2 months ago,"5B/16 The Terrace, Wellington Central","Buyer Enquiry Over $595,000",2.0,1.0,,,
https://www.realestate.co.nz/42679172/residential/sale/29-ngatitoa-street-tawa,2 months ago,"29 Ngatitoa Street, Tawa","Offers Over $950,000",5.0,2.0,809.0,,
https://www.realestate.co.nz/42679142/residential/sale/61-ranui-terrace-tawa,2 months ago,"61 Ranui Terrace, Tawa",Negotiation,5.0,2.0,904.0,,
https://www.realestate.co.nz/42679136/residential/sale/96-tio-tio-road-seatoun,2 months ago,"96 Tio Tio Road, Seatoun",Deadline Sale,3.0,2.0,523.0,,
https://www.realestate.co.nz/42679123/residential/sale/30-kenya-street-ngaio,2 months ago,"30 Kenya Street, Ngaio",Negotiation,4.0,2.0,832.0,,
https://www.realestate.co.nz/42679107/residential/sale/30-golf-road-paraparaumu-beach,2 months ago,"30 Golf Road, PARAPARAUMU BEACH","$1,825,000",4.0,3.0,985.0,,
https://www.realestate.co.nz/42678953/residential/sale/3n-154-the-terrace-wellington-central,2 months ago,"3N/154 The Terrace, Wellington Central","Buyer Enquiry Over $297,000",1.0,1.0,,,
https://www.realestate.co.nz/42678946/residential/sale/43-35-pirie-street-mount-victoria,2 months ago,"43/35 Pirie Street, Mount Victoria","Buyer Enquiry Over $942,000",3.0,3.0,,,
https://www.realestate.co.nz/42678817/residential/sale/lot-43-6-joseph-b-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 43/6 Joseph B Stage 10, Urban Precinct, Wallac...","Enquiries Over $925,000",4.0,2.0,219.0,,
https://www.realestate.co.nz/42678808/residential/sale/8-ara-hereke-waikanae-beach,2 months ago,"8 Ara Hereke, Waikanae Beach","$1,050,000",4.0,2.0,547.0,,
https://www.realestate.co.nz/42678759/residential/sale/lot-33-19-joseph-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 33/19 Joseph  Stage 10, Urban Precinct, Wallac...","Enquiries Over $819,000",3.0,2.0,218.0,,
https://www.realestate.co.nz/42678758/residential/sale/lot-1-and-320-boom-rock-road-ohariu,2 months ago,"Lot 1 and  320 Boom Rock Road, Ohariu",Negotiation,,,95399.0,,
https://www.realestate.co.nz/42678749/residential/sale/lot-32-21-joseph-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 32/21 Joseph  Stage 10, Urban Precinct, Wallac...","Enquiries Over $819,000",3.0,2.0,219.0,,
https://www.realestate.co.nz/42678709/residential/sale/lot-52-1-joseph-b-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 52/1 Joseph B Stage 10, Urban Precinct, Wallac...","Enquiries Over $719,000",3.0,1.0,165.0,,
https://www.realestate.co.nz/42678702/residential/sale/lot-45-15-joseph-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 45/15 Joseph  Stage 10, Urban Precinct, Wallac...","Enquiries Over $719,000",3.0,1.0,168.0,,
https://www.realestate.co.nz/42678680/residential/sale/lot-28-13-dovey-k-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 28/13 Dovey K Stage 10, Urban Precinct, Wallac...","Enquiries Over $709,000",3.0,1.0,159.0,,
https://www.realestate.co.nz/42678657/residential/sale/10e-126-the-terrace-wellington-central,2 months ago,"10E/126 The Terrace, Wellington Central","Buyer Interest From $345,000",2.0,1.0,,,
https://www.realestate.co.nz/42678619/residential/sale/lot-25-7-dovey-ka-stage-10-urban-precinct-wallaceville-estate-wallaceville,2 months ago,"Lot 25/7 Dovey Ka Stage 10, Urban Precinct, Wallac...","$709,000",3.0,1.0,170.0,,
https://www.realestate.co.nz/42678608/residential/sale/258-260-main-highway-and-262-main-highway-otaki,2 months ago,"258-260 Main Highway and 262 Main Highway, Otaki",Tender,7.0,6.0,8000.0,,
https://www.realestate.co.nz/42678591/residential/sale/5-paul-adams-way-aotea,2 months ago,"5 Paul Adams Way, Aotea",Negotiation,,,500.0,,
https://www.realestate.co.nz/42678458/residential/sale/13-park-street-thorndon,2 months ago,"13 Park Street, Thorndon","Buyer Enquiry Over $1,695,000",4.0,5.0,,,
https://www.realestate.co.nz/42678435/residential/sale/5-stockden-place-karori,2 months ago,"5 Stockden Place, Karori","Offers Over $995,000",3.0,2.0,,,
https://www.realestate.co.nz/42678434/residential/sale/6-stockden-place-karori,2 months ago,"6 Stockden Place, Karori","Offers Over $895,000",3.0,1.0,,,
https://www.realestate.co.nz/42678421/residential/sale/883-233-cuba-street-te-aro,2 months ago,"883/233 Cuba Street, Te Aro","Buyer Enquiry Over $749,000",2.0,1.0,,,
https://www.realestate.co.nz/42678212/residential/sale/561b-high-street-boulcott,2 months ago,"561B High Street, Boulcott","Asking Price $799,000",3.0,1.0,114.0,,
https://www.realestate.co.nz/42678168/residential/sale/218-staithes-drive-south-whitby,2 months ago,"218 Staithes Drive South, Whitby","Enquiries Over $950,000",5.0,3.0,507.0,,
https://www.realestate.co.nz/42678150/residential/sale/100-pope-street-camborne,2 months ago,"100 Pope Street, Camborne","Enquiries Over $649,000",3.0,2.0,643.0,,
https://www.realestate.co.nz/42677976/residential/sale/19-ventnor-street-seatoun,2 months ago,"19 Ventnor Street, Seatoun",Negotiation,4.0,3.0,612.0,,
https://www.realestate.co.nz/42677927/residential/sale/4-bell-street-tawa,2 months ago,"4 Bell Street, Tawa",Deadline Sale,4.0,2.0,477.0,,
https://www.realestate.co.nz/42677870/residential/sale/117-silverstream-road-crofton-downs,2 months ago,"117 Silverstream Road, Crofton Downs",Negotiation,3.0,2.0,338.0,,
https://www.realestate.co.nz/42677759/residential/sale/8-henrietta-maxwell-grove-wainuiomata,2 months ago,"8 Henrietta Maxwell Grove, Wainuiomata","Asking Price $829,000",3.0,2.0,320.0,,
https://www.realestate.co.nz/42677733/residential/sale/21-doncaster-terrace-ascot-park,2 months ago,"21 Doncaster Terrace, Ascot Park","Offers Over $749,000",3.0,1.0,911.0,,
https://www.realestate.co.nz/42677723/residential/sale/1-6-mccurdy-street-elderslea,2 months ago,"1/6 McCurdy Street, Elderslea","Enquiries Over $629,000",3.0,1.0,,,
https://www.realestate.co.nz/42677706/residential/sale/5-furneaux-grove-whitby,2 months ago,"5 Furneaux Grove, Whitby","Offers Over $900,000",4.0,3.0,1424.0,,
https://www.realestate.co.nz/42677389/residential/sale/15a-freemans-road-otaki,2 months ago,"15A Freemans Road, Otaki","Offers Over $595,000",2.0,1.0,406.0,,
https://www.realestate.co.nz/42676732/residential/sale/33-farnworth-terrace-churton-park,2 months ago,"33 Farnworth Terrace, Churton Park","Enquiries Over $1,395,000",4.0,2.0,1055.0,,
https://www.realestate.co.nz/42676712/residential/sale/25b-city-view-grove-harbour-view,2 months ago,"25B City View Grove, Harbour View","Buyer Enquiry Over $720,000",3.0,2.0,,,
https://www.realestate.co.nz/42676686/residential/sale/10-nugget-grove-raumati-beach,2 months ago,"10 Nugget Grove, Raumati Beach","Buyer Enquiry Over $699,000",2.0,1.0,568.0,,
https://www.realestate.co.nz/42676654/residential/sale/40-30-adventure-drive-whitby,2 months ago,"40/30 Adventure Drive, Whitby",Negotiation,3.0,1.0,,,
https://www.realestate.co.nz/42676482/residential/sale/57-61-mana-esplanade-paremata,2 months ago,"57 - 61 Mana Esplanade, Paremata","Offers Over $829,000",2.0,2.0,,,
https://www.realestate.co.nz/42676468/residential/sale/19-21-hopper-street-mount-cook,2 months ago,"19-21 Hopper Street, Mount Cook",Negotiation,4.0,2.0,,,
https://www.realestate.co.nz/42676370/residential/sale/5a-115-dixon-street-wellington-central,2 months ago,"5a/115 Dixon Street, Wellington Central","Buyer Enquiry Over $530,000",2.0,1.0,,,
https://www.realestate.co.nz/42676398/residential/sale/12-tombane-terrace-papakowhai,2 months ago,"12 Tombane Terrace, Papakowhai","Enquiries Over $934,000",3.0,3.0,1201.0,,
https://www.realestate.co.nz/42676327/residential/sale/9-izard-road-khandallah,2 months ago,"9 Izard Road, Khandallah","Buyer Enquiry Over $1,695,000",4.0,2.0,511.0,,
https://www.realestate.co.nz/42676258/residential/sale/23-thomas-street-stokes-valley,2 months ago,"23 Thomas Street, Stokes Valley","Buyer Enquiry Over $480,000",3.0,1.0,929.0,,
https://www.realestate.co.nz/42676126/residential/sale/40-walton-road-paraparaumu-beach,2 months ago,"40 Walton Road, PARAPARAUMU BEACH","$745,000",3.0,1.0,827.0,,
https://www.realestate.co.nz/42675994/residential/sale/179-navigation-drive-whitby,2 months ago,"179 Navigation Drive, Whitby",Negotiation,4.0,3.0,643.0,,
https://www.realestate.co.nz/42675952/residential/sale/352-tinakori-road-thorndon,2 months ago,"352 Tinakori Road, Thorndon","Buyer Enquiry Over $1,495,000",1.0,1.0,169.0,,
https://www.realestate.co.nz/42675769/residential/sale/11-birch-street-johnsonville,2 months ago,"11 Birch Street, Johnsonville",POA,4.0,2.0,465.0,,
https://www.realestate.co.nz/42675766/residential/sale/112-korokoro-road-korokoro,2 months ago,"112 Korokoro Road, Korokoro",Negotiation,3.0,1.0,658.0,,
https://www.realestate.co.nz/42675693/residential/sale/11-rimutaka-street-trentham,2 months ago,"11 Rimutaka Street, Trentham",Negotiation,3.0,3.0,400.0,,
https://www.realestate.co.nz/42675634/residential/sale/83-spenmoor-street-newlands,2 months ago,"83 Spenmoor Street, Newlands","$1,380,000",4.0,3.0,465.0,,
https://www.realestate.co.nz/42675408/residential/sale/309-107-thorndon-quay-thorndon,2 months ago,"309/107 Thorndon Quay, Thorndon","Enquiries Over $535,000",2.0,1.0,,,
https://www.realestate.co.nz/42675291/residential/sale/9-323-riverside-drive-waterloo,2 months ago,"9/323 Riverside Drive, Waterloo",Negotiation,3.0,3.0,,,
https://www.realestate.co.nz/42675272/residential/sale/23-eldon-grove-taita,2 months ago,"23 Eldon Grove, Taita","Buyer Enquiry Over $558,000",3.0,1.0,653.0,,
https://www.realestate.co.nz/42674774/residential/sale/51-john-street-petone,2 months ago,"51 John Street, Petone","$789,000",3.0,2.0,,,
https://www.realestate.co.nz/42674580/residential/sale/62b-tutanekai-street-paraparaumu,2 months ago,"62b Tutanekai Street, Paraparaumu","Offers Over $1,010,000",3.0,3.0,1052.0,,
https://www.realestate.co.nz/42674556/residential/sale/249-marine-drive-lowry-bay,2 months ago,"249 Marine Drive, Lowry Bay","Asking Price $399,000",,,2293.0,,
https://www.realestate.co.nz/42674430/residential/sale/4-sun-valley-grove-wainuiomata,2 months ago,"4 Sun Valley Grove, Wainuiomata","Buyer Enquiry Over $795,000",3.0,2.0,410.0,,
https://www.realestate.co.nz/42674345/residential/sale/308-74-taranaki-street-te-aro,2 months ago,"308/74 Taranaki Street, Te Aro","Enquiries Over $550,000",3.0,2.0,,,
https://www.realestate.co.nz/42674246/residential/sale/57-120-rintoul-street-newtown,2 months ago,"57/120 Rintoul Street, Newtown","Offers Over $925,000",4.0,2.0,,,
https://www.realestate.co.nz/42674143/residential/sale/19-waiwhetu-road-waiwhetu,2 months ago,"19 Waiwhetu Road, Waiwhetu",Negotiation,2.0,1.0,370.0,,
https://www.realestate.co.nz/42674055/residential/sale/89-tutere-street-waikanae-beach,2 months ago,"89 Tutere Street, Waikanae Beach",Negotiation,3.0,3.0,859.0,,
https://www.realestate.co.nz/42674038/residential/sale/16b-parsons-glen-karori,2 months ago,"16B Parsons Glen, Karori","Offers Over $625,000",2.0,1.0,,,
https://www.realestate.co.nz/42674008/residential/sale/1-atwood-grove-churton-park,2 months ago,"1 Atwood Grove, Churton Park","Enquiries Over $860,000",3.0,1.0,614.0,,
https://www.realestate.co.nz/42673989/residential/sale/20-bell-street-otaki,2 months ago,"20 Bell Street, Otaki","$915,000",3.0,2.0,1163.0,,
https://www.realestate.co.nz/42673962/residential/sale/17-mitchell-street-brooklyn,2 months ago,"17 Mitchell Street, Brooklyn","Offers Over $1,085,000",3.0,1.0,693.0,,
https://www.realestate.co.nz/42673907/residential/sale/11c-120-the-terrace-wellington-central,2 months ago,"11C/120 The Terrace, Wellington Central","Buyer Enquiry Over $295,000",2.0,1.0,,,
https://www.realestate.co.nz/42673826/residential/sale/18-elizabeth-street-pukerua-bay,2 months ago,"18 Elizabeth Street, Pukerua Bay","Offers Over $980,000",5.0,3.0,1289.0,,
https://www.realestate.co.nz/42673810/residential/sale/2-29-main-road-tawa,2 months ago,"2/29 Main Road, Tawa","Enquiries Over $510,000",2.0,1.0,,,
https://www.realestate.co.nz/42673588/residential/sale/32e-kaitoke-loop-kaitoke,2 months ago,"32E Kaitoke Loop, Kaitoke",Negotiation,5.0,2.0,12726.0,,
https://www.realestate.co.nz/42673556/residential/sale/188-wellington-road-wainuiomata,2 months ago,"188 Wellington Road, Wainuiomata","Buyer Enquiry Over $829,000",4.0,3.0,792.0,,
https://www.realestate.co.nz/42673522/residential/sale/57-octavius-road-peka-peka,2 months ago,"57 Octavius Road, Peka Peka","Offers Over $2,100,000",3.0,2.0,30000.0,,
https://www.realestate.co.nz/42673403/residential/sale/2-127-molesworth-street-thorndon,2 months ago,"2/127 Molesworth Street, Thorndon","Offers Over $395,000",2.0,1.0,,,
https://www.realestate.co.nz/42673315/residential/sale/53-connolly-street-boulcott,3 months ago,"53 Connolly Street, Boulcott","$550,000",2.0,1.0,,,
https://www.realestate.co.nz/42673313/residential/sale/43-quadrant-heights-paraparaumu,3 months ago,"43 Quadrant Heights, Paraparaumu","Offers Over $1,045,000",3.0,2.0,597.0,,
https://www.realestate.co.nz/42673303/residential/sale/21-10-austin-street-mount-victoria,3 months ago,"21/10 Austin Street, Mount Victoria","Buyer Enquiry Over $600,000",3.0,1.0,,,
